"";"filenames";"tabloid";"non_tabloid";"is_tabloid";"title";"fakt";"pap";"topics";"image";"mediagallery"
"159";4058772900;0;2;FALSE;"Kierowa³a samochodem bez wa¿nego prawa jazdy. Jej córka nie ¿yje, a syn jest w stanie krytycznym";0;0;"australia,œwiat";1;0
"160";2201396820;0;2;FALSE;"S³owacja: dro¿ej¹ mandaty za nadmiern¹ prêdkoœæ";0;0;"bezpieczeñstwo,auto œwiat";1;0
"161";2588501244;1;0;TRUE;"Maryla Rodowicz by³a jak Jennifer Lopez! (wideo)";1;0;"mundial 2014,hymny mundialu,waka waka,maryla rodowicz,shakira,ricky martin";0;0
"162";3566473263;2;0;TRUE;"SKOK-i – finanse id¹ w parze ze wsparciem kultury";1;0;"informacje ze skok-ów,skok,skoki";1;0
"163";5709362183;1;1;FALSE;"Najpiêkniejsze miejsca w Rumunii";0;0;"rumunia,przewodnik,zabytki,gdzie na weekend,majówka 2016,wakacje 2016";1;0
"164";5374754844;2;0;TRUE;"3-latek zmar³ w samolocie. S¹ wyniki sekcji zw³ok";1;0;"warszawa,warszawa,samolot,œmieræ,tragedia,lot,ameryka,dziecko";1;0
"165";2989933533;1;0;TRUE;"Przedsiêbiorca - starszy mê¿czyzna ze wsi";0;1;"wiadomoœci z rynku pracy,wiadomoœci,kraj";1;0
"166";4679833922;0;1;FALSE;"Poznañ: ok. 4 tys. ton nieznanej substancji zalega w magazynie";0;1;"poznañ";1;0
"167";3343330524;0;3;FALSE;"Min. œrodowiska nie zgadza siê na budowê komercyjnych delfinariów w Polsce";0;1;"kraj";1;0
"168";3413991136;1;0;TRUE;"Kibic aresztowany za wtargniêcie na tor w Singapurze";0;0;"gp singapuru,f1";1;0
"169";5645325455;0;1;FALSE;"Opole: Witold Zembaczyñski jedynk¹ Nowoczesnej z listy opolskiej";0;1;"wybory parlamentarne 2015,opole,nowoczesnapl,ryszard petru";1;0
"170";5712616241;1;1;TRUE;"Zielona Góra: w³amywacze us³yszeli wyroki";0;0;"zielona góra,lubuskie,kradzie¿";1;0
"171";4429567421;1;1;TRUE;"Ranking po¿yczek i kredytów gotówkowych – lipiec 2012";1;0;"finanse,ranking,kredyt,ranking kredytów,kredyt gotówkowy,najlepszy kredyt gotówkowy,ranking kredytów gotówkowych,ranking po¿yczek";1;0
"172";3977748813;0;1;FALSE;"W przysz³ym roku oddasz ZUS o 150 z³ wiêcej";1;0;"finanse,wy¿sze sk³adki zus,pensja minimalna,podwy¿ka";1;0
"173";4515670555;0;2;FALSE;"Tauron chce nabyæ KWK Brzeszcze za 'symboliczn¹ z³otówkê' i po redukcji etatów";0;0;"tauron polska energia s.a.,wiadomoœci gie³dowe (kraj)";0;0
"174";3119877441;0;3;FALSE;"Uczestnicy rynku zainteresowani gazowym po³¹czeniem Polska-Litwa";0;1;"gaz-system,gaz,energetyka,energetyka i surowce,litwa,kraj";1;0
"175";5541118748;1;1;TRUE;"Mazowsze: dwaj mê¿czyŸni przygnieceni p³ytami w zak³adzie kamieniarskim";0;0;"siedlce,warszawa";1;0
"176";3498282170;2;0;TRUE;"Poszukujemy 86-letniego Józefa";1;0;"polska,wroc³aw,opole,krapkowice,zaginiony,poszukiwania,poszukujemy 86-letniego józefa,józef barañski,zagin¹³ starszy mê¿czyzna,policja,marzena grzegorczyk,opolska policja";1;0
"177";4058239033;1;0;TRUE;"5 mêskich filmów, które trzeba zobaczyæ";0;0;"rozrywka,ob³awa (2012),³owcy g³ów,uk³ad zamkniêty";1;0
"178";4056633744;1;0;TRUE;"Nintendo NX nie bêdzie korzysta³o z dysków optycznych?";0;0;"nintendo";1;0
"179";2071994844;3;0;TRUE;"Pay The Ghost: zobacz zwiastun nowego filmu z Nicolasem Cage'em";0;0;"nicolas cage,film,pay the ghost";1;0
"180";1970631088;1;0;TRUE;"To prawdziwa parapsychiczna stolica œwiata";0;0;"medium,ezoteryka,floryda";1;0
"181";4501704920;1;0;TRUE;"Etsy zapowiada jednodniow¹ dostawê";0;0;"biznes,technowinki";1;0
"182";4020861971;1;1;FALSE;"Fallout powraca na GOG.com";0;0;"fallout,fallout 4";1;0
"183";2215107988;1;1;FALSE;"F1: nowy team od 2016 roku";0;1;"f1";1;0
"184";4835050862;2;0;TRUE;"Bezdomny zadrêcza³ siê losem zaginionej dziewczynki";1;0;"œwiat,bezdomny,w³óczêga,eksperyment,eksperyment spo³eczny,eksperyment z bezdomnym";1;0
"185";4532601111;2;1;TRUE;"Czarna skrzynka w twoim aucie!";0;0;"auto œwiat,porady,eksploatacja,wypadek";1;0
"186";5072535758;1;1;FALSE;"Jak oszczêdzaæ energiê w domu - praktyczne rady";1;0;"finanse,gaz,energia,dom";1;0
"187";3487698093;1;0;TRUE;"Ojcu pêk³o serce na wieœæ o stracie pracy. Osieroci³ troje dzieci";1;0;"kraków,dzieci,nowy s¹cz,strata pracy,s³awomir raczek,carbon";1;0
"188";2935765304;0;2;FALSE;"Konwencja Zjednoczonej Lewicy. Nowe pomys³y ws. p³acy minimalnej i podatku PIT";0;1;"sld,kraj,wybory parlamentarne 2015";1;0
"189";6098219508;0;3;FALSE;"Dobra wiadomoœæ dla firm. Bêd¹ mog³y d³u¿ej korzystaæ z pomocy UE";0;1;"kraj";1;0
"190";5093877995;0;1;FALSE;"Jaros³aw Kaczyñski zaprezentowa³ w Kielcach œwiêtokrzysk¹ ""jedynkê"" PiS";0;1;"pis,kielce,kaczyñski,wybory,wybory parlamentarne 2015";1;0
"191";2027881867;0;4;FALSE;"Blisko 700 nowych rozjazdów na torach kolejowych";0;1;"szczecin";0;0
"192";2352460094;0;1;FALSE;"W³ochy: Górna Adyga pomo¿e Bawarii w zwi¹zku z kryzysem imigracyjnym";0;1;"w³ochy,œwiat,bawaria,ba³kany,uchodŸcy,niemcy";1;0
"193";4761951087;1;0;TRUE;"Po³ó¿ kostkê lodu w tym miejscu, a stan¹ siê cuda!";1;0;"zdrowie i fitness,lód,kostki lodu,zdrowie,samopoczucie,wp³yw kostek lodu na zdrowie,gdzie po³o¿yæ lód,medycyna chiñska";1;0
"194";4673667464;0;3;FALSE;"Oficjalne wyniki referendum województwa podlaskiego";0;1;"referendum,bia³ystok";1;0
"195";5876507126;0;1;FALSE;"Targi INTERMOT 2016 oficjalnie zapowiedziane";0;0;"motocykle";1;0
"196";3770979065;0;1;FALSE;"Co dalej ze szpitalem w Bia³ogardzie?";0;0;"bia³ogard,szczecin";1;0
"197";3502416177;1;0;TRUE;"Best Look: Selena Gomez w Givenchy";0;0;"moda,styl gwiazd";1;0
"198";1988147216;0;1;FALSE;"Eurobasket 2015: Litwa ostatnim æwieræfinalist¹";0;1;"eurobasket 2015,koszykówka";1;0
"199";4090424355;0;1;FALSE;"MŒ w judo: srebrny medal Polek w zawodach dru¿ynowych w Astanie";0;1;"mœ w judo,judo";1;0
"200";2077355190;0;3;FALSE;"Szczecinianie czytaj¹ ""Lalkê""";0;0;"szczecin";0;0
"201";3952487384;2;0;TRUE;"Halina Mlynkova bêdzie pilnowaæ swojego syna w internecie";0;0;"halina mlynkova";1;0
"202";3354749758;0;1;FALSE;"Smakosz 3: w przysz³ym roku rusz¹ zdjêcia do filmu";0;0;"smakosz,smakosz 2,film";1;0
"203";5248254290;0;2;FALSE;"Rozpoczê³a siê konserwacja dwóch baraków murowanych w b. Birkenau";0;1;"kraj";1;0
"204";5080717948;1;1;FALSE;"LITTLE BOOTS - ""Working Girl""";0;0;"little boots,muzyka,recenzje";1;0
"205";3035138958;1;0;TRUE;"Odpowiada³ za pornografiê dzieciêc¹. Nie uwierzysz czemu!";1;0;"œwiat,pornografia,pornografia dzieciêca,pedofilia,usa,cormega copening";1;0
"206";2288006582;0;1;FALSE;"Polska wyprzedzi Turcjê jako g³ówny beneficjent tañszej ropy";0;0;"surowce,kraj,œwiat,magazyn energetyka,ceny paliw";1;0
"207";4996066793;0;2;FALSE;"Stephanie Sigman w serialu ""American Crime""";0;0;"stephanie sigman,film,spectre";1;0
"208";4181183083;0;3;FALSE;"Pose³ PSL skazany na karê 20 tys. z³ grzywny";0;1;"warszawa";0;0
"209";2619597691;0;2;FALSE;"mBank ma zgodê KNF na objêcie bezpoœrednio 100 proc. udzia³ów w mBanku Hipotecznym";0;0;"magazyn finanse,banki";1;0
"210";5200076055;2;0;TRUE;"Bêdzin: Pies uratowa³ niemowlê. Jego szczekanie obudzi³o domowników";0;0;"dzieci,œl¹sk,zwierzêta,bêdzin";1;0
"211";5796530392;1;3;FALSE;"Palestyñczycy mog¹ zawiesiæ swoj¹ flagê w siedzibie ONZ";0;1;"onz,palestyna,œwiat";0;0
"212";4426647098;0;2;FALSE;"Piechociñski: rano mo¿e byæ wiêksze zapotrzebowanie na pr¹d";0;0;"elektrycznoœæ,kraj,magazyn energetyka";1;0
"213";5954142835;0;3;FALSE;"Zagin¹³ 22-latek z Krakowa";1;0;"kraków,zaginiony,policja,kraków";1;0
"214";3429083801;0;2;FALSE;"Sacrum Profanum Festival. Dzieñ 1.: miêdzy marzeniem a koszmarem";0;0;"sacrum profanum,relacje,muzyka,festiwale muzyczne,koncerty,alternatywa";1;0
"215";4154827762;0;2;FALSE;"Ranking kredytów hipotecznych – maj 2012";1;0;"finanse,kredyt hipoteczny,kredyt mieszkaniowy,finanse,banki,kredyt hipoteczny w 2012,oferty kredytów hipotecznych";1;0
"216";3890950205;1;1;FALSE;"Muzyka na Gotyckim Szlaku";0;1;"szczecin";0;0
"217";6134445870;1;0;TRUE;"Ronen Ginzburg: by zatrzymaæ Milosa Teodosicia, potrzebna jest policja";0;1;"koszykówka,eurobasket 2015";1;0
"218";3145645483;0;1;FALSE;"Tanzania: pomoc najbardziej potrzebuj¹cym dzieciom z Burundi";0;0;"onet pro bono,unicef,œwiat";1;0
"219";3451562549;1;1;FALSE;"PERN zmodernizuje automatykê w bazie magazynowej w Gdañsku";0;1;"gdañsk,trójmiasto";0;0
"220";3072390224;0;1;FALSE;"Jak zdaæ egzamin na prawo jazdy i byæ dobrym kierowc¹";0;0;"zamoœæ,lublin";1;0
"221";3315641527;2;1;TRUE;"Bandyta wpad³, bo zgubi³ portfel";1;0;"warszawa,policja,bójka,warszawa,zatrzymany,pobicie";1;0
"222";2576286411;0;1;FALSE;"Grzeszczak, Mo¿d¿anowska i Jankowiak liderami list PSL w Wielkopolsce";0;1;"wielkopolska,psl,wybory parlamentarne 2015,poznañ";1;0
"223";2533228238;0;3;FALSE;"NIK krytycznie o sk³adowiskach odpadów";0;1;"œmieci,nik,kraj,odpady,wysypiska œmieci";1;0
"224";3383075344;2;0;TRUE;"Tak banki wrobi³y Polaków!";1;0;"finanse,oszczêdnoœci,banki,polisolokaty,emeryci,jak wybraæ polisolokatê,jak wybraæ lokatê,jak wygraæ z bankiem";1;0
"225";3220071448;1;0;TRUE;"Papie¿ Franciszek wyruszy³ w podró¿ na Kubê i do USA";0;1;"papie¿ franciszek,kuba,usa,œwiat";1;0
"226";3026609436;2;2;TRUE;"Rozumiej¹ potrzeby polskich rodzin";1;0;"informacje ze skok-ów,skok,oszczêdzanie,konto";1;0
"227";5693482340;3;0;TRUE;"Pijany kierowca szala³ samochodem po pla¿y. Miêdzy turystami!";1;0;"polska,pijany,pijany kierowca,pijany m³ody kierowca,samochód na pla¿y,krêci³ b¹czki na pla¿y,pijany kierowca na pla¿y,olsztyn";1;0
"228";4127825933;1;1;TRUE;"Warszawska PO zrobi³a prezent krakowskiemu PiS-owi";0;0;"kraków";1;0
"229";3866842347;0;1;FALSE;"Konto osobiste to wygoda i bezpieczeñstwo";1;0;"informacje ze skok-ów,skok,finanse,pieni¹dze";1;0
"230";3583133065;1;1;FALSE;"Dolnoœl¹skie: w Œwi¹tnikach pi¹ta edycja zjazdu mi³oœników kultury kresowej";0;1;"wroc³aw";0;0
"231";2198260241;3;0;TRUE;"5 sposobów na COŒ NIEBIESKIEGO dla panny m³odej";0;0;"suknia œlubna,moda,trendy";1;0
"232";2667349368;0;1;FALSE;"Rzeszów: zakoñczy³o siê uzbrajanie parku naukowo-technologicznego";0;1;"rzeszów";1;0
"233";4374438032;0;1;FALSE;"Z³odzieje z Krapkowic w rêkach policji";0;0;"policja,opole,kradzie¿";1;0
"234";2829514694;0;1;FALSE;"W Berlinie rozpoczê³o siê spotkanie szefów MSZ czwórki normandzkiej";0;1;"kryzys na ukrainie,œwiat,dyplomacja";1;0
"235";3286377097;0;1;FALSE;"Polskie Termopile. Zadwórze ko³o Lwowa.";0;0;"kraj";1;0
"236";2504542145;1;0;TRUE;"Bêdzie kolejne spotkanie rozdzielonych rodzin koreañskich";0;1;"seul,œwiat";0;0
"237";4472572614;0;3;FALSE;"Rz¹d przyj¹³ program rozwoju turystyki do 2020 r.";0;1;"magazyn turystyka,rz¹d,kraj,us³ugi";1;0
"238";4210087698;0;1;FALSE;"Humanoidalny Atlas przespacerowa³ siê po lesie";0;0;"robotyka,technowinki";1;0
"239";3329138381;0;1;FALSE;"Katowicka firma przy³apana na korzystaniu z nielegalnego oprogramowania";0;0;"biznes,technowinki";1;0
"240";5952090485;0;1;FALSE;"Pojedynki na szyldy i miêdzy kandydatami tych samych partii";0;1;"opole";1;0
"241";3223389557;0;3;FALSE;"Szef MSZ W³och: Polska sk³onna przyj¹æ propozycje KE w sprawie uchodŸców";0;1;"w³ochy,polska,uchodŸcy,komisja europejska,œwiat";1;0
"242";5674113824;0;2;FALSE;"Ewa Kopacz z wizyt¹ na OpolszczyŸnie";0;0;"opole";1;0
"243";5148374885;0;2;FALSE;"W sierpniu popyt na kredyty mieszkaniowe i konsumpcyjne wzrós³ rdr";0;1;"banki,kraj,magazyn finanse,statystyka";0;0
"244";4813251126;0;1;FALSE;"Szczecin: PiS przeciwko referendum w sprawie pomnika Lecha Kaczyñskiego";0;0;"szczecin";1;0
"245";4254904078;1;0;TRUE;"Festiwal ""Behind the trees"" w sobotê 5 wrzeœnia w Mys³owicach";0;1;"behind the trees,muzyka,koncerty,festiwale muzyczne";1;0
"246";5238659809;2;0;TRUE;"Krystalizuje siê polska kadra na EuroBasket";0;0;"eurobasket 2015,koszykówka,reprezentacje";1;0
"247";2843630581;0;4;FALSE;"Hiszpania/Sonda¿: kataloñscy separatyœci mog¹ wygraæ wybory regionalne";0;1;"hiszpania,œwiat";1;0
"248";3944739540;0;1;FALSE;"Szwajcarskiej gospodarce grozi recesja z powodu wysokiego kursu franka";0;1;"szwajcaria,œwiat";1;0
"249";3646749369;1;2;FALSE;"Papie¿ za reform¹ procesów w sprawie stwierdzenia niewa¿noœci ma³¿eñstwa";0;0;"papie¿ franciszek,œwiat,koœció³ katolicki";1;0
"250";5827772232;1;0;TRUE;"Mê¿czyzna obejmuje kobietê. Zdziwi ciê, co mo¿e oznaczaæ ten gest";0;0;"facet";1;0
"251";4011979336;1;1;FALSE;"WiêŸniowie z Prudnika pomogli uporz¹dkowaæ ¿ydowski cmentarz w Bia³ej";0;0;"opole";1;0
"252";5781618736;2;1;TRUE;"Hiszpanie t³umacz¹ siê z klêski";1;0;"mundial 2014,hiszpania,mundial 2014,mistrzostwa œwiata w pi³ce no¿nej,iker casillas,vicente del bosque,xabi alonso";0;0
"253";4077698866;1;0;TRUE;"Marcin Dubieniecki us³ysza³ powa¿ne zarzuty";1;0;"politycy,polityka,marcin dubieniecki,oskar¿enie,prokuratura,s¹d,kraków";0;0
"254";3797755979;2;0;TRUE;"Ogórek na wakacjach. To zdjêcie robi wra¿enie";1;0;"politycy,magdalena ogórek,wakacje,hiszpania";1;0
"255";4592174208;0;2;FALSE;"Komentarz popo³udniowy z rynku z³otego";0;0;"usdpln,komentarze walutowe,eurpln";1;0
"256";2408204897;1;0;TRUE;"Zmierzch tabletów? Nic z tych rzeczy, czyli wra¿enia z testu Galaxy Tab S2";0;0;"technowinki";1;0
"257";3944591013;1;2;FALSE;"Jan Bury i Mieczys³aw Kasprzak liderami list PSL do Sejmu";0;1;"wybory parlamentarne 2015,rzeszów";1;0
"258";2169447966;3;0;TRUE;"Le¿ak obci¹³ 7-latce palec w Lublinie";1;0;"polska,lublin,le¿ak,carnaval sztukmistrzów,wypadek,utrata palca,wypadek w lublinie,dziecko";1;0
"259";3938173941;2;0;TRUE;"Na jaki kredyt mnie staæ?";1;0;"finanse,kredyt,po¿yczka,bank,bz wbk";1;0
"260";5528232100;1;0;TRUE;"Koncertowa jesieñ w Poznaniu";0;0;"roisin murphy,muzyka,alternatywa,hey,snarky puppy";1;0
"261";2600666171;1;3;FALSE;"Pierwsze na œwiecie lotnisko zasilane energi¹ s³oneczn¹";0;0;"technika,technowinki";1;0
"262";3810234041;1;1;FALSE;"Portal Fronda: og³aszamy bojkot Biedronki!";0;0;"kraj";1;0
"263";4396763851;1;0;TRUE;"Ring œmierci";0;0;"wrestling,zapasy";1;0
"264";2438573239;1;0;TRUE;"P³atnoœci kart¹ w koñcu w Biedronce";1;0;"komputery - nowoœci,p³atnoœci kart¹,biedronka,karta,p³atnoœæ karta";1;0
"265";4834576648;1;0;TRUE;"USA: wielka ob³awa w pobli¿u Chicago po zabójstwie policjanta";0;1;"usa,œwiat,policja";0;0
"266";4471500181;0;2;FALSE;"W³adze planuj¹ liniê tramwajow¹ miêdzy osiedlami a fabryk¹ Michelin";0;1;"olsztyn";1;0
"267";5686064956;0;1;FALSE;"Kredyty bêd¹ jeszcze tañsze?";1;0;"finanse,kredyty,rata,stopy procentowe,rpp";1;0
"268";5360558825;0;1;FALSE;"Fotografia z demonstracji ""Solidarnoœci"" w facebookowej kampanii wódki ¯ytnia Extra";0;0;"kraj";1;0
"269";6003877825;0;2;FALSE;"Grecja: do œrody nowy rz¹d, wraca minister finansów";0;1;"grecja,ue";1;0
"270";4999157242;1;1;TRUE;"Nowa kolekcja marki Bytom inspirowana Arkadym Adamem Fiedlerem";0;0;"wyspa robinsona,ksi¹¿ki,dywizjon 303";1;0
"271";2735614275;0;3;FALSE;"Puszczone hamulce";0;0;"eurusd,komentarze walutowe";1;0
"272";5093128959;1;0;TRUE;"Kto odpowiada za referendum?";0;0;"opinie";0;0
"273";4323211023;0;4;FALSE;"Polski akcent w WOCCU";1;0;"informacje ze skok-ów,skok,reklama";1;0
"274";5439760758;0;1;FALSE;"USA: francuski d¿ihadysta zgin¹³ w Syrii";0;1;"usa,œwiat,syria,francja";0;0
"275";4931163397;3;0;TRUE;"Nicki Minaj jest w ci¹¿y? Spekulacje po incydencie na koncercie";0;0;"nicki minaj,muzyka,plotki";1;0
"276";4462343414;0;2;FALSE;"Czeski minister: S³owacja zaostrzy³a kontrole na granicach";0;1;"czechy,s³owacja,œwiat,uchodŸcy";1;0
"277";2552650066;0;1;FALSE;"Stopy procentowe bez zmian";0;0;"rpp,stopy procentowe,dane makroekonomiczne,kraj,finanse,magazyn finanse,bezrobocie,nbp";1;0
"278";4004649251;0;1;FALSE;"Libia: szef legalnego rz¹du mówi, ¿e rezygnuje. Jego rzecznik dementuje";0;1;"libia,œwiat";1;0
"279";4594614275;1;1;TRUE;"Dress for success: Magdalena Go³danowska";0;0;"moda,ludzie,trendy";1;0
"280";4619661989;0;2;FALSE;"7 osób zginê³o pod lawin¹ we francuskich Alpach";0;0;"francja,alpy,góry,wypadek,œmieræ,lawiny";1;0
"281";4370667993;2;0;TRUE;"5 sposobów na maxi kamizelkê!";0;0;"moda,trendy";1;0
"282";2559878140;0;2;FALSE;"Uwaga! Raty kredytów bêd¹...";1;0;"finanse,raty,kredyty,z³otówki";0;0
"283";5084649210;0;1;FALSE;"40. Festiwal Filmowy w Gdyni: ""Piekie³ko"" czynne do 15 do 19 wrzeœnia";0;0;"40. festiwal filmowy w gdyni,film";1;0
"284";5893947232;1;2;FALSE;"Grand Slam w Olsztynie: Katarzyna Ko³osiñska i Monika Brzostek w 1/8 fina³u";0;1;"siatkówka pla¿owa,siatkówka,monika brzostek,kinga ko³osiñska";1;0
"285";5747555818;0;2;FALSE;"Bia³oruœ: opozycyjna kandydatka na prezydenta za g³êbokimi przemianami";0;1;"bia³oruœ,œwiat";0;0
"286";5700469468;1;0;TRUE;"Ewa Minge zak³ada fundacjê. ""Nowotwór od lat towarzyszy w moim ¿yciu""";0;0;"ewa minge";1;0
"287";5377849824;2;0;TRUE;"Podró¿ do Krainy Smaku z Królow¹ Smakoszk¹";0;0;"nowoœci rynkowe";1;0
"288";5778393217;1;3;FALSE;"Sanepid ostrzega przed sinicami w regionie";0;0;"lublin";0;0
"289";3491855227;0;1;FALSE;"Na Uniwersytecie Gdañskim otwarto Instytut Konfucjusza";0;1;"trójmiasto";1;0
"290";5161200737;0;1;FALSE;"Ciê¿arówka potr¹ci³a pieszego. Mê¿czyzna nie ¿yje";1;0;"polska,gdañsk,pieszy,ciê¿arówka,mê¿czyzna,kierowca,ciê¿arówka potr¹ci³a pieszego,narwicka,tragiczny wypadek w gdañsku";1;0
"291";3981597783;0;1;FALSE;"20 rzeczy, które dziœ nosi³aby Carrie Bradshaw";0;0;"byæ jak carrie bradshaw,moda,trendy,modne ubrania,modne ciuchy";1;0
"292";2113830444;0;2;FALSE;"Tydzieñ pod dyktando decyzji Fed";0;0;"komentarze gie³dowe (œwiat)";1;0
"293";4074931869;0;2;FALSE;"Eurobasket: Polska awansowa³a na 14. miejsce w rankingu FIBA-Europe";0;1;"eurobasket 2015,koszykówka";1;0
"294";2775479241;0;3;FALSE;"Chiny: osuniêcie ziemi w górniczym miasteczku uwiêzi³o 40 osób";0;1;"chiny,œwiat";0;0
"295";5041392079;0;2;FALSE;"Petycje - nowy orê¿ obywatela";0;0;"onet pro bono,kraj";1;0
"296";4408238626;0;3;FALSE;"Ostrze¿enie IMGW: Najwy¿szy stopieñ zagro¿enia";1;0;"polska,prognoza pogody,upa³y,pogoda,ostrze¿enie,ostrze¿enie imgw";1;0
"297";2337763924;2;0;TRUE;"Henryk Z. wyjdzie na wolnoœæ?";1;0;"gdañsk,pomorze,gostynino,henryk z.,gwa³ciciel,morderca,ustawa o bestiach";1;0
"298";2077558488;0;3;FALSE;"Kompleks Pa³acu: ksi¹¿ka o ¿yciu Pa³acu Kultury w kapitalizmie";0;1;"kompleks pa³acu. ¿ycie spo³eczne stalinowskiego wie¿owca w kapitalistycznej warszawie,ksi¹¿ki,pa³ac kultury i nauki,józef stalin,kontrowersje,warszawa";1;0
"299";3815572686;0;5;FALSE;"Wiêcej wydamy na ogrzewanie";1;0;"finanse,wêgiel,ogrzewanie,piece,koszty";1;0
"300";3173649434;0;2;FALSE;"Maciej Janowski: muszê nadal ciê¿ko pracowaæ";0;0;"grand prix,maciej janowski,¿u¿el";1;0
"301";2631911956;0;2;FALSE;"Co dalej z cenami ropy naftowej?";0;0;"ceny paliw";1;0
"302";5260435073;0;2;FALSE;"Sensacja! Bêdzie lek na alkoholizm?";1;0;"kobieta,alkoholizm,uzale¿nienie,lek na alkoholizm,uzale¿nienie od alkoholu,choroba alkoholowa";1;0
"303";3353530443;0;3;FALSE;"Poœcig za kierowc¹ Peugeota";0;0;"auto œwiat,policja,poœcig";1;0
"304";3924497222;1;6;FALSE;"Inno-Gene zak³ada w nowej strategii wzrost mar¿y brutto do ok. 40 proc. w '18";0;1;"inno-gene,wiadomoœci gie³dowe (kraj),prognozy zysków";0;0
"305";5512352434;3;0;TRUE;"Monika Kuszyñska marzy o dziecku?";0;0;"monika kuszyñska";1;0
"306";4464393753;0;1;FALSE;"Europejskie spó³ki bêd¹ mog³y prowadziæ w Polsce dzia³alnoœæ hazardow¹";0;1;"prawo,kraj,magazyn handel";1;0
"307";4136453249;1;1;TRUE;"Masz ma³e piersi? JedŸ do Francji";1;0;"moda i uroda,piersi,stanik,rozmiar,seks,narodowoœæ,europa,francja,niemcy,amatorzy,du¿e piersi,ma³e piersi,sutki,biust,biustonosz,chirurgia plastyczna,powiêkszanie piersi";1;0
"308";5960928335;1;0;TRUE;"Szczecin: policja poszukuje mê¿czyzny, który obna¿a siê na osiedlu S³onecznym";0;0;"szczecin";1;0
"309";4040201952;0;2;FALSE;"Eurostat: stopa bezrobocia w Polsce w lipcu 7,6 proc.";0;1;"statystyka,wiadomoœci z rynku pracy,kraj";1;0
"310";2433882310;0;1;FALSE;"Uwaga! Nadchodz¹ burze z gradem!";1;0;"³ódŸ,³ódŸ,burza,skierniewice,rawa mazowiecka,tomaszów mazowiecki,ostrze¿enie przed burzami,burza z gradem,deszcz,ulewa,podtopienia,silny wiatr,huragan,tr¹ba powietrzna";1;0
"311";4224034739;0;2;FALSE;"Chwedoruk: na decyzji prezydenta skorzysta przede wszystkim PiS";0;1;"pis,andrzej duda,j,kraj";0;0
"312";3699557163;0;2;FALSE;"Gazeta Wyborcza: RPO chce z³o¿yæ skargi ws. ubezw³asnowolnionych czy praw jazdy";0;1;"rzecznik praw obywatelskich,kraj,adam bodnar";1;0
"313";5891941918;0;1;FALSE;"Wielkopolska lewica liczy na szeœæ mandatów w Sejmie";0;1;"lewica,poznañ,sld";1;0
"314";5673922535;0;2;FALSE;"Speckomisja ws. projektu dot. inwigilacji i billingów: wadliwe rozwi¹zania";0;1;"sejm,kraj";0;0
"315";4460597447;0;1;FALSE;"Wroc³aw: otwarto najnowoczeœniejsze w kraju laboratoria typu cleanroom";0;1;"dolnoœl¹skie,wroc³aw,laboratorium,badania";1;0
"316";6037826462;0;1;FALSE;"Petru: k³opoty Chin zagra¿aj¹ polskim kopalniom";0;0;"górnictwo,magazyn energetyka,wiadomoœci gie³dowe (œwiat)";1;0
"317";5326538690;2;1;TRUE;"Monika Brzostek: taki wynik przybli¿a nas do igrzysk w Rio";0;1;"world tour w siatkówce pla¿owej,kinga ko³osiñska,monika brzostek,siatkówka,siatkówka pla¿owa";1;0
"318";3339549204;0;2;FALSE;"Minister edukacji pyta dyrektorów o problemy dot. jedzenia w szko³ach";0;1;"joanna kluzik-rostkowska,kraj,szko³y,¿ywnoœæ,men";0;0
"319";3772333441;0;1;FALSE;"Prezydent podpisa³ ustawê powo³uj¹c¹ Rzecznika Finansowego";0;1;"podatki,wiadomoœci,wiadomoœci podatkowe,kraj";1;0
"320";4702839784;3;0;TRUE;"M¹¿ zamordowanej bytowianki pope³ni³ samobójstwo";1;0;"polska,gdañsk,bytów,cz³uchów,jasnowidz z cz³uchowa,bytowianka,zamordowana bytowianka,kobieta,mê¿czyzna,samobójca,zw³oki,cia³o,las";1;0
"321";4417860210;0;2;FALSE;"Atal podtrzymuje plany sprzeda¿owe na 2015 r.";0;1;"atal,wiadomoœci gie³dowe (kraj)";0;0
"322";4037959625;1;2;FALSE;"Ta ksi¹¿ka hipnotyzuje dzieci. Bezpieczne?";1;0;"polska,konsument,œwiat,kobieta,carl-johan forssen ehrlin,the rabbit who wants to fall asleep,ksi¹¿ka usypiaj¹ca,dzieci,dziecko,usypianie dziecka,usypianie dzieci,bezsennoœæ,psychologia,behawioryzm,podœwiadome sugestie,hipnoza,podœwiadomoœæ,przekaz podprogowy";1;0
"323";5999233478;1;2;FALSE;"Elitserien: Zmarzlik i Sajfutdinow poprowadzili mistrzów do zwyciêstwa";0;0;"¿u¿el,bartosz zmarzlik,emil sajfutdinow,elitserien";1;0
"324";5335418980;1;2;FALSE;"Jedyny koncert Symphony X ju¿ w marcu";0;0;"symphony x,muzyka,metal";1;0
"325";4650182810;1;3;FALSE;"Glen Mills: to by³o najtrudniejsze zwyciêstwo Bolta";0;0;"lekkoatletyczne mistrzostwa œwiata w pekinie,usain bolt,lekkoatletyka";1;0
"326";4898985968;1;1;FALSE;"Wieczorem dowiemy siê, czy wczorajsze referendum by³o wa¿ne";0;0;"lublin,referendum,lubelskie,r";1;0
"327";4275068396;2;1;TRUE;"Protest pracowników Parków Narodowych";0;0;"leœnictwo,magazyn rolnictwo,kraj";1;0
